aX,aY,aZ,gX,gY,gZ
0.992,-0.079,-0.050,-12.756,1.282,1.709
0.987,-0.084,-0.029,-13.916,1.038,2.441
0.989,-0.077,-0.027,-14.526,2.930,3.967

1.091,-0.681,-0.399,20.142,19.958,4.272
1.122,-0.777,-0.393,55.786,16.113,-19.531
0.983,-0.642,-0.392,74.829,2.136,-35.889
0.685,-0.417,-0.326,76.477,0.366,-33.875
0.721,-0.258,-0.141,61.829,13.916,5.920
0.910,-0.120,0.138,67.444,4.883,22.827
1.144,0.087,0.297,79.590,0.122,22.034
1.158,0.210,0.153,85.266,1.038,5.859
1.044,0.220,0.114,60.974,-20.630,-11.169
0.949,0.186,0.222,46.509,-24.292,-0.122
0.977,0.160,0.262,41.748,-12.329,15.930
1.060,0.173,0.158,32.959,1.282,22.034
1.060,0.132,0.066,24.048,-1.038,13.000
0.993,0.056,0.060,14.709,-16.296,2.747
0.969,0.012,0.059,7.568,-7.507,8.911
1.047,0.007,-0.008,4.333,1.953,14.038
1.061,-0.009,-0.051,3.784,0.854,8.606
1.026,-0.043,-0.070,2.686,-4.517,-3.113
0.985,-0.066,-0.057,-0.061,-2.625,-3.662
0.962,-0.089,-0.044,-0.122,-1.526,-1.587
0.968,-0.087,-0.071,1.770,-1.587,1.038
0.979,-0.076,-0.094,1.099,-1.038,1.709
1.001,-0.077,-0.057,-1.526,-1.648,1.526
1.010,-0.088,-0.048,-1.099,-2.075,-0.244
1.005,-0.093,-0.061,0.061,-1.282,-1.282
0.998,-0.087,-0.065,0.549,-0.610,-0.793
1.003,-0.080,-0.077,-0.916,-0.244,-0.916
0.998,-0.082,-0.062,-0.671,-2.625,-2.502
0.991,-0.097,-0.046,0.366,-2.502,-1.587
1.006,-0.088,-0.051,0.549,1.221,0.977
1.014,-0.082,-0.057,0.427,-0.610,0.122
0.997,-0.074,-0.063,0.610,-1.343,-0.854
0.989,-0.068,-0.065,0.122,-1.160,-0.854
0.990,-0.066,-0.065,-1.709,-0.977,-1.038
0.995,-0.065,-0.062,-3.174,-1.587,-2.136
0.987,-0.077,-0.062,-3.174,-2.869,-4.211
0.980,-0.098,-0.062,-2.441,-3.540,-4.395
0.994,-0.104,-0.054,-2.747,-2.625,-2.136
1.016,-0.102,-0.044,-2.563,-1.831,-0.854
1.018,-0.096,-0.047,-0.977,-1.526,-1.526

1.056,-0.906,-0.326,20.508,2.930,-33.997
1.000,-1.126,-0.300,39.429,-7.385,-48.767
0.929,-1.043,-0.020,48.889,-1.953,-36.194
0.912,-0.578,0.263,83.557,13.977,-19.226
0.913,-0.177,0.166,116.516,27.466,-12.024
0.913,0.144,-0.008,121.582,14.832,-21.973
0.878,0.385,-0.051,101.746,-1.099,-24.597
0.899,0.370,0.073,83.984,-17.395,-13.733
0.989,0.377,0.187,71.533,-18.188,11.108
1.142,0.436,0.211,61.279,3.174,20.813
1.191,0.354,0.064,58.960,-1.892,4.028
1.082,0.281,0.035,47.913,-16.296,-4.761
1.037,0.203,0.023,33.264,-14.465,-0.427
1.047,0.150,-0.015,15.198,-5.310,4.395
1.036,0.102,-0.063,9.338,-7.812,-1.099
0.974,0.001,-0.089,5.066,-8.301,-5.859
0.953,-0.032,-0.088,0.916,-7.019,-4.456
0.976,-0.036,-0.117,-1.953,-1.038,1.160
1.027,-0.076,-0.169,-5.615,-2.869,-2.319
0.998,-0.118,-0.119,-9.338,-8.972,-7.568
0.966,-0.145,-0.055,-7.935,-4.822,-2.930
1.011,-0.148,-0.057,-5.615,1.099,2.747
1.028,-0.142,-0.082,-2.686,-0.610,-0.183
0.999,-0.144,-0.058,-1.526,-1.892,-1.465
1.000,-0.141,-0.042,0.122,2.197,0.549
1.003,-0.131,-0.060,3.723,3.052,1.709
0.998,-0.103,-0.080,3.662,3.174,1.648
1.004,-0.096,-0.083,2.808,4.028,1.404
1.001,-0.092,-0.078,1.953,3.113,0.122
0.991,-0.092,-0.077,1.709,1.587,-1.282
0.986,-0.085,-0.084,0.366,2.563,-1.343
0.985,-0.084,-0.089,-0.793,1.404,-1.709
0.992,-0.093,-0.083,-2.075,0.610,-1.587
0.994,-0.101,-0.064,-2.258,-0.732,-1.770
0.986,-0.107,-0.066,-1.526,-0.854,-1.404
0.993,-0.109,-0.083,-1.465,1.831,0.427
0.997,-0.106,-0.080,-1.282,0.854,0.183
0.990,-0.107,-0.063,-0.366,-0.671,-0.427
0.987,-0.106,-0.075,1.831,0.366,0.000
0.995,-0.099,-0.097,1.404,1.404,1.282

1.103,-0.434,-0.508,14.099,17.883,10.864
1.168,-0.357,-0.554,27.710,33.813,1.526
1.209,-0.219,-0.537,30.151,32.349,-29.236
1.000,-0.078,-0.319,27.954,12.695,-63.110
0.789,-0.073,-0.045,32.776,-15.198,-79.163
0.625,-0.077,0.140,37.598,-31.067,-45.532
0.724,0.004,0.234,34.790,-11.658,-3.906
1.038,0.188,0.213,30.273,7.263,14.099
1.072,0.199,0.256,25.879,-2.136,5.859
0.968,0.128,0.334,24.231,-30.151,0.000
0.966,0.095,0.266,19.409,-11.108,19.043
1.073,0.091,0.154,12.512,4.883,30.273
1.121,0.098,0.094,6.287,-0.427,24.475
1.087,0.083,0.029,5.676,-9.583,3.052
1.018,0.041,-0.020,0.305,-10.132,-0.854
0.999,-0.009,-0.004,-5.737,-5.981,3.601
1.036,-0.026,-0.024,-5.432,-0.732,6.042
1.036,-0.040,-0.082,-1.465,-0.671,-1.892
0.969,-0.059,-0.108,-2.869,-4.211,-4.333
0.960,-0.064,-0.078,-3.967,-2.075,2.258
1.018,-0.060,-0.086,-2.197,1.099,4.517
1.019,-0.069,-0.087,-2.136,-0.854,1.526
0.997,-0.080,-0.065,-1.648,-3.052,0.244
0.996,-0.066,-0.047,0.977,-0.916,2.502
1.020,-0.058,-0.057,2.258,1.587,3.540
1.015,-0.050,-0.063,1.404,0.977,0.488
0.999,-0.050,-0.070,1.099,-0.183,-0.061
1.002,-0.047,-0.055,0.916,1.282,0.305
1.002,-0.040,-0.060,1.282,3.174,0.183
0.993,-0.028,-0.068,0.122,1.892,-1.282
0.982,-0.027,-0.079,-0.854,-0.061,-2.380
0.986,-0.044,-0.064,-1.587,-0.854,-2.930
0.992,-0.052,-0.054,-2.625,-0.916,-2.869
0.989,-0.051,-0.038,-1.892,-1.892,-2.808
1.001,-0.054,-0.066,0.244,-0.549,-1.953
1.010,-0.056,-0.090,-0.793,-0.244,-2.441
1.008,-0.062,-0.081,-2.441,-2.136,-3.113
1.000,-0.066,-0.052,-1.282,-1.465,-2.625
1.007,-0.061,-0.065,0.732,0.977,-0.732
1.020,-0.057,-0.086,0.610,1.770,-2.197

1.135,-0.670,-0.471,24.109,7.141,-20.752
0.990,-0.794,-0.506,32.654,14.587,-32.410
0.804,-0.580,-0.168,37.903,12.512,-26.489
0.905,-0.297,0.001,59.570,17.578,-17.456
1.130,0.018,0.039,81.238,17.761,-23.560
1.110,0.150,0.105,85.876,-16.357,-69.641
0.748,0.125,0.210,78.857,-30.273,-55.298
0.837,0.214,0.198,66.040,-12.817,-9.766
1.047,0.303,0.166,51.331,2.258,16.052
1.142,0.270,0.177,33.264,-13.916,-0.488
1.037,0.114,0.241,28.809,-25.879,-12.207
0.954,0.065,0.189,26.367,-20.081,-4.883
0.990,0.057,0.089,20.264,-6.287,12.024
1.062,0.053,0.017,7.507,-2.625,16.235
1.073,0.012,-0.020,4.211,-9.094,7.996
1.027,-0.046,-0.030,0.671,-8.789,4.639
1.041,-0.066,-0.054,-3.723,0.427,4.822
1.049,-0.087,-0.090,-4.333,-2.014,-1.099
0.973,-0.130,-0.092,-5.127,-5.432,-5.066
0.966,-0.145,-0.067,-6.104,-0.610,0.488
1.005,-0.145,-0.040,-5.432,1.343,2.380
1.002,-0.155,-0.040,-2.563,-0.122,0.122
0.990,-0.152,-0.044,0.244,0.488,-0.854
0.979,-0.141,-0.039,1.709,-0.183,0.183
0.975,-0.126,-0.044,3.235,0.000,2.869
1.008,-0.109,-0.052,3.174,2.258,5.005
1.021,-0.095,-0.043,4.150,0.793,2.197
1.001,-0.084,-0.042,4.211,0.610,0.671
0.995,-0.089,-0.065,3.235,1.709,0.610
0.996,-0.094,-0.074,0.000,0.244,0.366
1.000,-0.100,-0.071,-1.404,0.244,0.732
1.011,-0.106,-0.037,-2.380,0.854,1.160
1.017,-0.113,-0.036,-1.099,2.075,1.038
1.010,-0.103,-0.058,-0.366,1.953,-0.305
0.985,-0.110,-0.061,-0.732,0.244,-0.916
0.985,-0.123,-0.053,-0.671,1.160,-0.183
0.982,-0.126,-0.052,0.732,0.549,1.770
0.992,-0.114,-0.049,1.526,1.404,3.174
1.012,-0.097,-0.057,2.502,1.770,3.235
1.009,-0.090,-0.061,3.235,1.404,1.892

1.011,-1.023,0.004,34.912,-4.456,-52.002
0.821,-0.965,0.281,73.364,-15.991,-59.875
0.649,-0.518,0.311,116.882,-10.925,-19.165
0.827,-0.055,0.075,134.094,18.616,28.687
1.052,0.319,-0.088,120.483,47.791,44.312
1.202,0.504,-0.152,95.764,29.236,12.817
1.234,0.467,-0.105,79.346,-4.456,-6.287
1.170,0.398,-0.004,57.739,-9.338,-12.878
1.128,0.307,0.003,43.579,0.000,-12.268
1.081,0.259,-0.014,34.424,-2.380,-9.888
1.018,0.197,-0.013,24.475,-0.854,-6.287
0.992,0.146,-0.046,17.944,0.366,-2.869
0.964,0.092,-0.093,9.277,-2.563,-3.357
0.922,0.035,-0.094,4.761,-7.385,-3.479
0.899,-0.037,-0.094,3.357,-9.399,-0.366
0.922,-0.072,-0.119,0.061,-4.272,8.850
0.982,-0.083,-0.102,-2.625,-1.526,12.268
1.035,-0.088,-0.070,-2.319,-2.136,9.644
1.025,-0.103,-0.091,-0.244,-2.197,3.967
1.003,-0.125,-0.105,-0.916,-2.197,1.892
0.999,-0.129,-0.072,-1.892,-1.770,1.648
1.019,-0.123,-0.054,0.244,1.099,1.953
0.994,-0.109,-0.075,3.662,0.000,-0.427
0.974,-0.095,-0.093,5.127,0.183,0.671
0.992,-0.077,-0.102,4.333,3.113,3.357
1.003,-0.068,-0.108,3.296,1.892,2.197
1.004,-0.066,-0.101,2.258,0.916,0.366
0.998,-0.077,-0.087,1.099,1.160,-0.610
0.990,-0.077,-0.075,1.038,1.587,-0.122
0.992,-0.073,-0.078,1.587,2.075,0.549
0.997,-0.063,-0.095,1.587,1.770,0.122
0.995,-0.065,-0.093,0.305,0.305,-0.610
0.995,-0.068,-0.077,-1.404,-1.648,-0.916
0.990,-0.071,-0.068,-0.854,-2.136,-1.587
0.975,-0.077,-0.081,0.061,-2.686,-2.441
0.973,-0.083,-0.090,-0.916,-1.648,0.183
1.002,-0.085,-0.085,-1.526,-0.732,1.282
1.000,-0.089,-0.075,-0.488,-2.136,-0.427
0.984,-0.091,-0.088,1.282,-1.831,-1.831
1.001,-0.088,-0.100,1.221,-0.916,-1.099

1.175,-0.474,-0.555,57.495,17.029,-8.606
1.105,-0.447,-0.627,57.922,36.804,-18.616
1.012,-0.402,-0.706,53.406,39.734,-22.278
0.873,-0.279,-0.478,41.321,16.418,-20.325
0.800,-0.211,-0.073,30.701,0.977,-13.306
0.831,-0.094,0.208,51.453,13.000,15.747
0.969,0.067,0.222,65.552,14.709,12.817
1.013,0.206,0.055,54.077,6.470,-5.798
0.944,0.176,0.195,31.555,-16.357,-17.517
0.889,0.068,0.428,12.207,-26.550,5.066
0.973,0.073,0.562,15.625,-9.216,24.109
1.060,0.120,0.261,27.222,3.235,23.804
1.061,0.136,0.092,17.212,2.625,12.329
0.983,0.088,0.096,-0.977,-15.137,-7.812
0.886,0.007,0.119,-1.465,-17.029,-4.639
0.960,-0.047,0.064,-4.883,-5.676,8.301
1.055,-0.055,0.031,-8.057,1.282,13.245
1.076,-0.064,-0.004,-4.761,-2.502,2.441
1.046,-0.074,-0.042,-1.953,-6.287,-4.639
0.965,-0.093,-0.091,-2.319,-5.737,-4.089
0.964,-0.095,-0.106,-3.906,-1.343,3.784
1.005,-0.083,-0.074,-3.723,-1.099,5.249
1.015,-0.090,-0.064,-1.282,-2.380,2.808
1.008,-0.091,-0.073,-0.366,-1.282,0.366
0.983,-0.094,-0.076,-0.671,-2.808,0.183
0.987,-0.092,-0.064,-0.305,-2.197,1.587
1.003,-0.089,-0.069,0.977,-0.122,2.625
1.006,-0.087,-0.077,-0.183,-1.282,1.831
1.019,-0.073,-0.073,-1.648,-1.038,0.977
1.013,-0.078,-0.077,-2.258,-1.343,-1.038
1.006,-0.083,-0.062,-3.967,-2.808,-2.869
0.981,-0.102,-0.041,-2.747,-2.625,-2.869
0.978,-0.101,-0.045,-1.404,-2.380,-0.549
0.988,-0.093,-0.059,-0.183,0.122,1.343
0.992,-0.085,-0.061,0.061,-2.014,0.854
0.989,-0.087,-0.047,-0.061,-3.113,1.099
1.000,-0.081,-0.049,0.854,-1.953,2.930
1.023,-0.075,-0.048,1.038,-1.404,2.136
1.020,-0.072,-0.043,1.221,-1.892,0.000
1.001,-0.069,-0.051,1.953,-1.831,-2.075

0.936,-1.144,0.136,14.587,-6.042,-43.762
0.777,-1.109,0.364,60.364,-53.955,-84.290
0.528,-0.875,0.438,106.873,-67.078,-64.636
0.448,-0.321,0.220,138.733,-54.504,-0.977
0.828,0.104,-0.002,139.893,-13.672,70.923
1.322,0.418,-0.085,94.360,28.076,78.247
1.602,0.494,-0.025,83.862,-1.709,20.752
1.376,0.384,0.048,81.726,-45.654,-28.748
1.138,0.287,0.070,65.002,-41.687,-25.635
1.037,0.250,0.066,47.852,-10.681,5.920
1.147,0.243,0.053,34.851,11.780,24.719
1.173,0.191,-0.008,30.396,11.536,16.602
1.012,0.096,-0.033,26.428,-2.869,-3.296
0.871,0.020,-0.050,18.188,-6.592,-3.479
0.900,-0.041,-0.113,11.475,2.014,6.104
0.935,-0.081,-0.105,4.761,2.380,8.911
0.970,-0.129,-0.049,1.709,-6.042,6.409
0.997,-0.163,-0.021,2.563,-4.395,5.493
1.020,-0.169,-0.016,3.723,-0.549,5.920
1.036,-0.153,-0.043,4.944,2.563,5.005
1.042,-0.146,-0.060,4.456,-0.061,-0.305
1.025,-0.147,-0.044,2.869,0.916,-2.930
1.003,-0.153,-0.052,2.319,3.296,-3.357
0.996,-0.160,-0.054,0.244,6.104,-0.671
0.994,-0.157,-0.037,0.061,7.324,0.183
0.977,-0.143,-0.041,1.038,5.676,0.305
0.972,-0.137,-0.047,0.427,7.446,3.052
0.988,-0.132,-0.057,-0.366,7.446,3.784
0.987,-0.126,-0.067,-0.549,4.700,3.113
0.998,-0.132,-0.053,-1.587,3.662,2.747
1.002,-0.131,-0.046,-2.380,3.540,0.488
0.987,-0.136,-0.053,-2.625,1.465,-0.854
0.970,-0.154,-0.043,-2.502,0.610,0.061
0.978,-0.158,-0.031,-1.770,1.160,2.136
0.986,-0.158,-0.031,-0.122,2.075,2.808
0.988,-0.145,-0.045,1.465,1.526,3.052
0.994,-0.141,-0.053,2.258,2.808,3.845
1.006,-0.135,-0.065,1.709,2.869,3.845
1.003,-0.131,-0.077,1.282,2.380,2.869
1.006,-0.124,-0.080,-0.916,2.502,2.441

1.176,-0.817,-0.469,17.822,-0.916,-15.137
1.348,-0.987,-0.686,46.448,22.705,0.488
1.357,-0.692,-0.615,44.189,49.133,7.629
1.174,-0.462,-0.339,33.264,58.228,-14.648
0.958,-0.226,0.014,51.086,17.395,-60.181
0.549,0.032,0.260,85.449,-10.132,-64.087
0.486,0.143,0.106,109.741,-13.916,-41.321
0.632,0.190,-0.030,88.501,-4.150,6.409
0.841,0.224,0.071,51.880,5.615,27.527
1.089,0.200,0.369,37.048,-1.587,26.672
1.048,0.172,0.371,44.128,-19.409,17.151
0.973,0.162,0.185,42.480,-19.470,16.479
0.995,0.165,0.062,23.560,-10.132,21.851
1.084,0.131,0.105,7.812,-11.169,20.325
1.078,0.072,0.145,5.676,-17.212,11.780
1.030,0.026,0.060,11.230,-12.634,7.263
1.021,0.018,-0.044,8.423,-1.038,8.484
1.034,-0.010,-0.105,3.479,-2.930,5.432
1.041,-0.020,-0.103,-1.831,-6.775,0.122
1.021,-0.053,-0.067,-5.249,-10.559,-7.629
0.977,-0.081,-0.025,-2.930,-8.057,-5.737
0.972,-0.092,-0.035,-0.183,-2.686,0.122
1.006,-0.087,-0.069,1.831,-1.099,1.526
0.994,-0.086,-0.075,1.953,-8.362,-3.540
0.964,-0.100,-0.042,1.953,-8.118,-2.502
0.978,-0.097,-0.038,1.892,-4.028,2.014
1.011,-0.084,-0.045,4.028,-0.977,3.418
1.008,-0.071,-0.068,5.188,-2.686,0.854
1.018,-0.057,-0.065,3.357,-3.357,0.732
1.025,-0.061,-0.072,2.869,-2.502,-2.502
0.993,-0.072,-0.075,1.465,-5.310,-2.319
1.014,-0.068,-0.045,-0.427,-1.709,1.160
1.044,-0.058,-0.037,1.648,0.122,0.061
1.012,-0.061,-0.073,2.502,-1.892,-3.479
0.988,-0.063,-0.068,0.549,-3.113,-3.479
0.986,-0.064,-0.045,-0.366,-0.305,0.977
1.001,-0.050,-0.045,1.160,1.404,2.014
1.003,-0.047,-0.074,2.075,1.099,0.916
1.001,-0.044,-0.062,-1.587,-2.258,-1.343
1.004,-0.054,-0.021,-1.465,-1.648,-1.221

1.131,-0.876,-0.172,-6.165,0.183,-29.297
0.951,-1.182,-0.106,15.381,-18.250,-69.885
0.762,-1.313,0.234,38.025,-26.367,-64.148
0.828,-1.112,0.469,68.298,-19.531,-37.354
0.962,-0.687,0.514,128.662,6.042,-8.423
1.016,-0.187,0.373,158.020,5.127,-9.705
0.875,0.441,0.074,165.344,-3.296,-3.113
0.914,0.631,-0.078,150.940,-2.991,11.780
1.109,0.662,-0.113,105.103,17.456,34.424
1.293,0.682,-0.084,79.834,20.325,17.090
1.199,0.512,-0.091,67.383,-9.766,-18.616
0.959,0.338,0.019,50.293,-35.767,-33.630
0.880,0.221,0.114,29.419,-9.705,2.075
1.036,0.183,-0.061,22.156,14.465,19.897
1.070,0.108,-0.164,15.808,4.700,11.414
0.994,0.007,-0.110,6.104,-15.564,-4.150
0.914,-0.071,-0.039,0.549,-14.343,-4.578
0.940,-0.102,-0.100,0.366,-4.272,6.714
1.022,-0.109,-0.147,-2.319,0.000,11.292
1.062,-0.120,-0.115,-7.263,-7.996,1.770
1.049,-0.146,-0.054,-5.432,-10.803,-3.906
1.013,-0.159,-0.041,-1.648,-7.263,-4.089
1.003,-0.150,-0.061,-0.061,0.000,0.122
1.000,-0.124,-0.057,0.732,0.854,1.648
1.002,-0.112,-0.062,1.892,0.977,2.014
1.003,-0.105,-0.084,0.671,0.977,1.160
1.010,-0.108,-0.066,-1.282,0.549,0.977
1.005,-0.112,-0.046,-1.587,1.587,1.160
0.997,-0.102,-0.057,-1.404,1.404,1.160
0.996,-0.105,-0.059,-2.258,2.808,1.099
1.014,-0.108,-0.053,-3.296,2.380,1.343
1.007,-0.106,-0.047,-2.686,2.625,-0.122
0.989,-0.105,-0.054,-1.953,1.648,0.122
0.990,-0.105,-0.057,-3.296,4.578,2.075
0.991,-0.112,-0.052,-3.113,2.258,1.404
0.980,-0.111,-0.048,-1.770,0.854,1.099
0.990,-0.106,-0.057,-1.892,2.075,2.747
1.001,-0.102,-0.061,-1.953,2.197,2.075
1.000,-0.108,-0.066,-1.465,2.014,1.038
1.002,-0.110,-0.061,-2.441,0.916,-0.122

1.107,-0.555,-0.437,11.719,12.146,3.784
1.157,-0.543,-0.476,21.729,29.419,9.155
1.129,-0.419,-0.501,28.809,30.762,-3.052
0.968,-0.232,-0.464,36.743,17.944,-21.484
0.843,-0.120,-0.381,42.419,1.099,-41.443
0.751,-0.014,-0.270,40.039,-9.949,-45.898
0.820,0.115,-0.001,38.086,-31.372,-47.729
0.835,0.119,0.201,34.119,-48.157,-36.560
0.846,0.122,0.285,28.564,-38.452,-16.113
0.976,0.097,0.405,13.489,-29.846,9.155
1.116,0.092,0.521,-1.770,-15.015,28.442
1.181,0.067,0.530,7.935,-5.554,28.809
1.152,0.067,0.302,16.174,-10.132,21.301
1.115,0.066,0.185,12.390,-7.568,14.404
1.062,0.049,0.129,5.432,-5.798,9.949
1.033,0.028,0.084,1.038,-1.770,6.897
1.000,0.001,0.061,-1.343,-2.136,6.165
0.987,-0.032,0.036,-2.563,-1.343,6.165
0.988,-0.038,0.002,-2.502,-0.061,5.310
0.977,-0.053,-0.016,-2.625,-0.977,2.319
0.964,-0.072,0.012,-2.319,-2.502,3.174
0.986,-0.070,0.008,-0.732,-1.038,6.104
1.013,-0.062,-0.006,0.488,0.671,7.324
1.031,-0.066,0.011,0.977,-0.366,5.981
1.029,-0.062,0.002,2.441,0.854,4.150
1.022,-0.063,-0.019,2.869,0.671,2.319
1.021,-0.056,-0.017,0.916,1.953,2.563
1.031,-0.043,-0.002,0.305,2.991,1.892
1.018,-0.038,-0.003,0.854,3.540,-0.610
0.998,-0.048,-0.019,1.648,2.441,-2.869
0.997,-0.044,-0.010,0.122,2.869,-1.709
1.004,-0.038,-0.015,0.549,3.906,-0.977
1.000,-0.030,-0.024,0.366,3.357,-1.282
1.001,-0.035,-0.025,-0.488,3.296,-1.160
1.004,-0.035,-0.021,-1.343,3.296,-1.221
0.995,-0.041,-0.033,-0.732,1.953,-2.197
0.994,-0.045,-0.026,-2.136,1.465,-1.770
1.004,-0.044,-0.020,-1.953,2.625,-1.038
1.015,-0.041,-0.020,-1.465,2.625,-1.587
0.992,-0.049,-0.039,-0.488,1.709,-2.930

1.244,-0.671,-0.529,19.653,17.456,-24.475
1.165,-0.751,-0.612,10.864,44.067,-25.452
1.083,-0.716,-0.659,16.907,51.086,-30.334
0.913,-0.395,-0.460,28.564,32.532,-32.837
0.831,-0.168,-0.189,38.818,27.283,-50.415
0.772,-0.012,0.038,60.608,8.789,-62.073
0.721,0.137,0.201,81.909,-17.029,-53.894
0.867,0.247,0.169,85.205,-19.409,-29.297
1.000,0.284,0.169,53.650,-7.751,-11.597
1.036,0.204,0.295,36.682,-24.048,-5.981
1.048,0.082,0.475,30.334,-23.132,8.179
1.087,0.096,0.318,34.241,-6.958,19.104
1.109,0.098,0.117,26.855,-1.282,12.146
1.063,0.044,0.021,16.113,-11.108,1.221
0.901,-0.046,0.029,12.634,-11.658,3.906
0.951,-0.054,-0.040,12.817,3.357,17.639
1.046,-0.049,-0.134,8.362,13.855,17.578
1.015,-0.089,-0.177,2.686,2.075,3.113
0.927,-0.132,-0.133,0.916,-9.583,-5.493
0.897,-0.149,-0.125,2.258,-0.061,2.563
0.932,-0.143,-0.156,3.174,3.479,7.263
0.986,-0.139,-0.177,2.930,1.221,6.042
0.999,-0.140,-0.150,0.305,-0.671,2.441
0.991,-0.155,-0.096,-0.122,-3.662,-1.709
0.968,-0.163,-0.094,3.967,-1.953,-0.244
0.977,-0.147,-0.115,7.874,0.916,3.418
0.982,-0.130,-0.137,7.751,0.427,3.662
0.990,-0.109,-0.155,5.127,0.122,2.319
0.978,-0.110,-0.122,3.357,-2.380,-0.732
0.954,-0.121,-0.118,5.066,-3.540,-0.061
0.970,-0.112,-0.156,3.296,-1.770,2.869
1.000,-0.106,-0.158,-0.061,-2.014,2.808
0.998,-0.106,-0.144,-3.601,-5.127,-0.671
1.004,-0.117,-0.118,-4.517,-4.150,-1.282
1.011,-0.122,-0.112,-3.967,-3.174,-1.770
1.003,-0.127,-0.111,-3.052,-3.967,-2.319
1.000,-0.123,-0.087,-3.113,-2.380,-1.465
0.982,-0.121,-0.084,0.366,-2.075,0.488
0.995,-0.104,-0.134,0.122,1.404,3.296
1.014,-0.094,-0.134,-1.648,1.404,2.563

1.256,-0.822,-0.272,30.212,25.696,-3.845
1.285,-0.837,-0.235,67.139,43.762,-12.329
1.144,-0.569,-0.158,83.435,49.927,-26.550
0.935,-0.364,-0.081,95.459,41.992,-44.006
0.835,-0.121,-0.009,106.201,17.944,-43.030
0.877,0.101,0.051,103.088,1.770,-36.804
0.998,0.288,0.199,90.698,-3.906,-32.532
0.998,0.329,0.265,82.764,-2.441,-21.973
0.979,0.356,0.231,80.444,2.869,-12.634
0.911,0.359,0.093,69.153,-3.113,-9.888
0.852,0.321,0.096,54.016,-16.479,-4.150
0.874,0.280,0.124,30.884,-9.399,16.174
0.962,0.246,0.092,24.170,-6.653,21.851
1.012,0.180,-0.040,18.311,-10.559,16.968
1.007,0.135,-0.094,10.437,-11.475,10.010
0.996,0.087,-0.147,2.319,-10.376,3.906
1.000,0.014,-0.162,-3.845,-9.949,3.113
1.009,-0.024,-0.142,-7.812,-10.315,3.113
1.020,-0.047,-0.153,-7.446,-9.277,1.892
1.040,-0.067,-0.156,-6.531,-9.094,-1.282
1.024,-0.092,-0.124,-6.104,-9.399,-4.089
1.018,-0.110,-0.084,-4.761,-3.174,-0.122
1.037,-0.102,-0.090,-0.793,-0.183,1.465
1.021,-0.098,-0.096,1.343,-0.366,-0.305
0.989,-0.100,-0.088,3.235,-2.319,-2.014
0.975,-0.084,-0.086,3.418,-0.061,0.793
0.974,-0.071,-0.107,4.211,1.343,1.770
0.984,-0.056,-0.125,2.808,0.183,1.221
1.003,-0.046,-0.086,-0.061,-0.610,-0.061
0.998,-0.050,-0.079,0.671,-0.366,-1.587
0.999,-0.052,-0.107,2.563,-1.160,-1.404
1.016,-0.044,-0.116,0.427,0.366,-1.038
1.016,-0.041,-0.111,-1.038,0.427,-1.587
0.997,-0.054,-0.102,0.000,-0.610,-3.479
0.980,-0.066,-0.112,-0.183,-0.061,-1.282
0.995,-0.061,-0.106,-0.916,1.221,1.099
1.007,-0.059,-0.089,-0.061,0.793,0.854
1.005,-0.055,-0.090,0.732,-0.183,-0.549
0.981,-0.054,-0.112,0.305,-0.061,-1.160
0.978,-0.053,-0.108,-0.427,0.427,0.549

1.219,-0.511,-0.403,4.333,10.498,-2.991
1.277,-0.573,-0.583,29.114,34.119,-1.709
1.301,-0.519,-0.770,37.781,42.358,-5.737
1.248,-0.270,-0.790,35.217,55.176,-18.005
1.190,-0.120,-0.734,31.311,60.730,-49.561
0.958,-0.018,-0.587,30.823,1.221,-115.540
0.456,-0.065,0.019,26.489,-61.951,-118.225
0.406,-0.006,0.372,16.541,-72.937,-63.477
0.676,0.173,0.513,21.729,-24.414,2.686
0.960,0.259,0.380,32.166,20.630,24.597
1.060,0.257,0.381,13.062,-22.461,12.329
0.961,0.178,0.556,3.601,-51.392,9.399
0.992,0.115,0.552,1.648,-29.724,26.245
1.144,0.134,0.395,3.357,4.211,38.086
1.164,0.112,0.209,2.930,-6.714,15.930
0.970,0.004,0.102,-1.343,-20.813,-0.183
0.910,-0.061,0.090,-3.906,-15.442,2.380
0.943,-0.075,0.036,-3.357,2.869,16.602
0.987,-0.058,-0.035,-1.099,-1.526,16.235
1.021,-0.067,-0.077,-2.380,-5.798,10.925
1.010,-0.080,-0.063,-2.869,-7.263,4.028
0.992,-0.089,-0.048,-0.854,-6.042,3.906
1.003,-0.095,-0.054,0.305,-3.418,4.700
1.013,-0.096,-0.042,1.404,-5.188,5.432
1.046,-0.089,-0.013,1.648,-1.831,6.042
1.063,-0.052,-0.039,4.395,0.977,3.540
1.035,-0.046,-0.059,5.066,-0.549,-0.549
1.016,-0.051,-0.051,4.028,-0.427,-2.258
1.001,-0.048,-0.049,3.906,0.977,-1.343
1.017,-0.036,-0.054,3.601,2.869,-0.793
1.028,-0.034,-0.061,2.747,3.723,-1.831
1.019,-0.034,-0.062,1.892,0.061,-5.737
0.998,-0.037,-0.059,1.099,0.671,-6.042
1.002,-0.046,-0.062,0.000,3.235,-5.005
0.996,-0.050,-0.068,-1.404,1.953,-4.456
0.977,-0.050,-0.081,-2.197,1.099,-2.686
