aX,aY,aZ,gX,gY,gZ
1.361,0.062,0.920,45.166,-87.891,-35.583
0.995,-0.125,0.852,38.208,-98.999,-67.322
1.159,-0.198,0.909,-5.005,-73.547,-4.578
1.374,-0.122,0.879,-1.038,-54.138,10.742
1.171,-0.078,0.525,18.921,-39.978,-25.330
1.009,-0.110,0.299,21.240,-26.794,-31.799
0.902,-0.124,0.153,12.268,-20.935,-12.451
0.863,-0.085,0.088,-0.061,-17.456,20.752
0.967,-0.046,0.119,-6.836,-19.409,41.199
1.045,-0.028,0.151,-1.282,-19.897,23.621
1.039,-0.060,0.166,-1.099,-11.292,14.038
0.990,-0.062,0.142,-1.831,-4.639,17.029
1.007,-0.052,0.135,-3.113,-7.385,18.555
1.056,-0.006,0.176,-2.197,-7.080,13.855
1.051,-0.016,0.169,1.526,-3.845,-0.305
1.015,-0.049,0.164,5.432,0.488,-10.925
0.975,-0.071,0.148,7.935,0.610,-13.123
0.962,-0.085,0.139,3.784,1.587,0.000
0.989,-0.071,0.117,3.479,1.953,3.418
0.981,-0.048,0.108,4.578,1.648,3.296
0.984,-0.020,0.119,4.028,1.831,4.333
1.004,0.000,0.126,1.953,2.625,3.784
0.999,-0.019,0.139,1.038,2.380,-2.869
0.978,-0.032,0.124,1.892,3.662,-8.423
0.963,-0.062,0.119,2.441,4.089,-8.850
0.962,-0.071,0.120,3.235,2.563,-4.517
0.975,-0.041,0.117,0.916,3.601,2.380
0.993,-0.027,0.114,0.488,3.113,-1.709
0.980,-0.050,0.120,3.113,1.831,-6.897
0.971,-0.065,0.120,3.540,1.465,-5.859
0.956,-0.063,0.115,2.686,1.404,-0.183

1.074,0.134,-0.857,-9.338,29.541,-11.841
1.076,0.114,-0.868,-19.470,29.785,12.451
0.883,0.175,-0.813,-30.029,55.725,30.640
0.902,0.240,-0.380,-19.470,66.162,10.193
0.888,0.034,-0.003,30.029,25.024,-89.355
0.561,-0.402,0.466,13.794,-42.114,-90.027
0.924,-0.340,0.780,-19.592,-23.743,-12.024
1.094,-0.282,1.073,-6.653,-62.195,-20.813
1.000,-0.246,1.090,27.039,-80.566,-47.546
0.963,-0.317,0.932,0.793,-66.895,0.366
1.129,-0.145,0.789,-15.991,-54.443,54.199
1.192,0.017,0.633,-7.141,-52.429,48.279
1.183,0.051,0.493,7.812,-48.706,5.615
1.088,-0.061,0.380,15.686,-40.039,-27.771
0.976,-0.172,0.318,-4.395,-18.127,7.874
1.012,-0.146,0.279,-10.132,-6.470,35.339
1.013,-0.062,0.209,0.671,-8.484,22.888
0.944,-0.044,0.138,8.118,-10.376,4.517
0.926,-0.042,0.118,4.089,-8.972,1.770
0.955,-0.054,0.153,-3.174,-6.104,6.226
0.966,-0.068,0.160,-3.174,-2.869,7.935
0.967,-0.062,0.156,-0.793,-4.272,7.935
0.996,-0.025,0.166,1.770,-6.897,5.493
1.019,-0.007,0.171,0.854,-4.761,3.540
1.016,-0.007,0.161,-0.183,-1.221,0.488
0.994,-0.020,0.156,-0.427,-0.244,-1.221
0.987,-0.025,0.149,-0.305,-0.977,-0.366
1.011,-0.024,0.144,-2.502,-0.854,-2.502
1.017,-0.038,0.167,-1.465,-0.122,-8.118
0.977,-0.059,0.159,-0.305,-0.305,-9.216
0.964,-0.052,0.159,-1.221,-0.122,-3.601
0.987,-0.051,0.182,-1.892,-0.916,-0.732
0.985,-0.061,0.195,-2.625,1.770,-3.479
0.960,-0.081,0.153,-2.808,1.648,-4.456
0.939,-0.077,0.150,-2.930,-1.526,0.732
0.984,-0.054,0.183,-2.747,-3.662,4.211
1.005,-0.044,0.171,-1.221,-2.075,-0.610
0.981,-0.043,0.120,-0.366,2.014,-5.615
0.983,-0.065,0.143,0.366,-2.747,-5.127
1.018,-0.062,0.166,0.427,-2.930,-2.197

1.000,0.153,-1.035,-9.399,46.448,31.372
