aX,aY,aZ,gX,gY,gZ
1.002,0.029,-0.036,-0.366,-5.005,-4.761
1.002,0.027,0.049,1.099,-9.888,-8.057
1.017,0.010,0.078,2.930,-3.479,-8.118
1.034,0.027,0.080,0.488,0.793,-7.263
1.023,0.030,0.066,0.061,3.662,-4.639
1.021,0.025,0.067,1.038,5.493,-4.150
1.032,0.009,0.032,0.244,5.737,-2.197
1.000,0.031,0.034,-1.221,0.854,-0.793
0.967,0.016,0.042,1.770,3.052,-6.836
0.978,0.012,-0.001,3.906,5.859,-4.333
1.026,0.001,0.015,6.775,0.427,-4.333
1.034,-0.007,0.029,7.568,0.854,-1.099
1.027,0.009,0.035,-1.099,-6.348,-1.465
0.985,0.005,0.060,-3.174,-3.296,-2.014
1.019,0.011,0.051,-0.488,5.005,-2.014
1.017,-0.002,0.030,-1.160,4.883,0.671
1.005,0.021,0.037,-5.005,-1.831,-0.854
0.987,0.025,0.036,-5.493,-2.136,-5.310
0.998,0.019,0.021,-4.028,1.953,-5.859

1.369,1.261,0.083,-13.855,1.282,15.198
1.813,1.488,-0.015,-55.969,-33.020,35.156
1.131,1.023,0.389,-80.750,-102.112,98.022
0.569,0.790,0.605,-105.041,-127.869,170.105
0.436,0.581,0.898,-150.879,-101.807,67.993
0.502,0.052,0.894,-134.705,1.404,-53.284
0.918,-0.685,0.154,-102.417,109.619,-87.646
1.225,-0.781,-0.192,-90.942,123.291,-52.795
1.207,-0.815,-0.038,-104.614,-17.151,-40.405
1.024,-0.767,0.166,-104.370,-34.546,-48.279
0.996,-0.660,0.029,-82.397,13.245,-37.231
1.020,-0.508,-0.096,-52.917,24.719,-17.212
0.945,-0.422,-0.101,-44.861,-1.709,-15.747
0.932,-0.369,-0.075,-31.372,-6.348,-11.230
0.964,-0.306,-0.053,-8.667,6.836,2.380
0.976,-0.200,-0.009,-7.935,-2.991,4.089
0.909,-0.132,0.025,-11.719,-14.099,4.333
0.872,-0.031,0.027,-12.146,-1.953,0.610
1.019,0.012,-0.115,-6.897,15.320,-5.920
1.059,0.017,-0.128,-6.165,6.287,-9.644
1.015,0.008,-0.063,-2.319,-5.249,-9.094
1.043,0.028,-0.042,-0.610,-2.075,-0.916
1.025,0.046,-0.014,-2.747,-7.385,-0.977
1.000,0.039,0.014,-4.517,-9.949,-6.958
1.001,0.026,0.028,-3.967,-5.615,-7.263
0.999,-0.011,0.054,-2.502,-2.075,-7.568
0.990,-0.007,0.024,-4.333,0.977,-3.601
1.002,0.037,-0.026,-3.723,0.977,-3.052
1.018,0.030,-0.033,0.183,-0.305,-3.113
1.023,0.019,-0.021,2.930,-0.854,-0.061
1.026,0.023,-0.008,0.854,-5.127,-0.244
1.005,0.016,0.029,-0.732,-6.836,-1.892
1.004,0.004,0.047,-0.366,-3.052,-1.831
1.005,0.002,0.036,-1.587,0.610,-1.648
1.017,0.008,0.029,-2.747,-0.122,-1.343
0.997,0.026,0.015,-4.761,-1.404,-2.686
1.014,0.020,-0.002,-3.784,1.709,-4.211
1.018,0.021,-0.014,-1.282,1.892,-4.028
1.015,-0.001,0.017,-1.343,0.183,-4.456
1.013,0.003,0.011,-2.075,2.747,-2.869

1.116,0.990,0.199,-36.743,-14.465,7.019
1.275,1.235,0.351,-56.641,-21.729,19.897
1.209,1.156,0.454,-105.286,-42.725,48.828
0.523,0.702,0.377,-126.587,-44.678,98.877
0.277,0.506,0.296,-142.151,-39.856,103.394
0.586,0.149,0.125,-138.489,1.770,-21.729
1.013,-0.378,0.055,-108.826,36.377,-78.125
1.422,-0.945,0.091,-79.895,39.917,-62.500
1.507,-0.998,0.195,-81.909,-4.700,-42.847
1.318,-0.862,0.191,-92.346,-26.489,-26.978
1.135,-0.547,-0.027,-75.134,-3.235,-13.367
1.028,-0.401,-0.139,-56.335,2.563,-7.507
0.920,-0.336,-0.145,-34.851,-6.104,-7.568
0.968,-0.272,-0.060,-20.569,-0.732,-8.240
1.037,-0.240,-0.041,-9.521,4.150,-3.906
1.025,-0.210,0.005,-9.766,-6.409,1.465
0.957,-0.157,0.034,-14.771,-16.968,5.127
0.968,-0.090,-0.004,-17.212,-12.878,8.972
0.960,-0.015,-0.020,-14.526,-13.855,5.127
0.939,0.004,-0.021,-10.437,-9.277,-4.028
0.981,-0.013,-0.020,-3.052,0.732,-3.357
0.986,-0.028,0.027,-4.761,-5.554,-2.014
0.990,-0.007,0.019,-8.484,-8.850,-1.038
0.994,0.010,0.017,-10.010,-10.986,-0.427
0.980,-0.001,0.047,-12.878,-12.573,-0.061
1.018,0.036,0.049,-10.010,-7.996,5.310
1.015,0.052,0.050,-2.808,-3.601,5.920
1.027,0.021,0.076,-0.305,-3.357,1.892
1.039,0.023,0.059,-5.615,-8.179,5.188
1.007,0.051,0.066,-8.362,-13.489,7.385
0.972,0.050,0.082,-4.944,-3.906,2.930
0.978,0.032,0.077,-5.066,2.747,-2.136
1.007,0.036,0.017,-6.104,4.028,-3.662
1.002,0.023,0.018,-4.456,2.380,-3.723
0.995,0.006,0.044,-2.136,1.770,-3.601
1.012,-0.004,0.051,-2.136,3.784,-2.991
1.012,0.022,0.023,-2.747,1.587,-0.977
0.997,0.032,0.038,0.732,2.136,-0.488
1.004,0.020,0.048,0.732,3.662,-2.014
1.019,0.015,0.036,-1.770,2.319,-1.038
